
1311,0002
1311,0037
1311,0006
1311,0006
1311,0009
1311,001
1311,001
1311,0028
1311,0017
1311,0017
1311,0007
1311,001
1311,0017
1311,0051
1311,0013
1311,0015
1311,0022
1311,0022
1311,0021
1311,016
1311,0144
1311,0143
1311,0085
1311,0084
1311,0057
1311,0085
1311,0079
1311,0079
1311,0087
1311,0087
1311,0054
1311,0087
1311,0087
1311,0087
1311,008
1311,008
1311,0088
1311,0088
1311,0084
1311,0084
1311,0087
1311,0077
1311,0052
1311,0095
1311,0095
1311,0083
1311,0083
1311,0084
1311,0088
1311,0085
1311,0022
1311,0017
1311,0011
1311,0011
1311,0027
1311,0068
1311,0032
1311,0032
1311,0029
1311,0033
1311,0033
1311,0092
1311,0034
1311,0034
1311,0032
1311,0034
1311,0038
1311,0078
1311,0037
1311,0029
1311,0029
1311,0029
1311,0028
1311,0088
1311,003
1311,003
1311,003
1311,003
1311,003
1311,0054
1311,0059
1311,0059
1311,0057
1311,005
1311,0074
1311,0046
1311,0046
1311,0046
1311,0046
1311,0046
1311,0083
1311,0049
1311,0048
1311,0048
1311,0049
1311,0049
1311,0093
1311,0052
1311,0056
1311,0056
1311,0056
1311,0056
1311,0089
1311,006
1311,0062
1311,006
1311,0057
1311,0057
1311,0092
1311,0063
1311,0131
1311,0131
1311,0131
1311,0138
1311,0138
1311,0143
1311,0138
1311,0139
1311,0137
1311,0137
1311,0137
1311,0142
1311,0137
1311,0128
1311,014
1311,014
1311,0137
1311,0142
1311,0137
1311,0139
1311,014
1311,014
1311,0137
1311,0142
1311,0137
1311,0138
1311,0139
1311,0139
1311,0135
1311,0062
1311,0059
1311,0057
1311,01
1311,01
1311,0078
1311,0101
1311,0101
1311,0101
1311,0103
1311,0103
1311,0077
1311,0103
1311,0103
1311,0103
1311,0103
1311,0103
1311,0093
1311,0101
1311,0095
1311,0101
1311,0101
1311,0101
1311,0076
1311,0101
1311,0101
1311,0101
1311,0101
1311,0101
1311,0074
1311,0101
1311,014
1311,0142
1311,014
1311,014
1311,014
1311,014
1311,014
1311,0142
1311,0142
1311,0138
1311,0143
1311,0144
1311,0144
1311,0145
1311,0144
1311,0145
1311,0144
1311,0144
1311,0142
1311,014
1311,0143
1311,0137
1311,0144
1311,0144
1311,0143
1311,0138
1311,0142
1311,0142
1311,0142
1311,0121
1311,012
1311,012
1311,0072
1311,0074
1311,0122
1311,0074
1311,0074
1311,0074
1311,0074
1311,0074
1311,0117
1311,0076
1311,0072
1311,0073
1311,0074
1311,0076
1311,0118
1311,0077
1311,0077
1311,0077
1311,0077
1311,0077
1311,0118
1311,0076
1311,0076
1311,0076
1311,0076
1311,0076
1311,0123
1311,0076
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
1311,0111
